setting,src,tgt,interval,unknown,unknown_name,n_src,n_tgt,n_unknown_tgt,d_novel_maha,d_drift_maha,DNR_maha,d_novel_euclid,d_drift_euclid,DNR_euclid,d_novel_energy,d_drift_energy,DNR_energy,AUROC_maha,AUROC_knn,AUROC_msp,MMD_drift,MMD_novel,MMD_ratio,PAD_drift,DNR_maha_mean,d_novel_maha_mean,d_drift_maha_mean,AUROC_maha_mean,DNR_maha_coral,d_novel_maha_coral,d_drift_maha_coral,AUROC_maha_coral,pair
Setting 2,2,3,1,1,Ethanol,1244,1586,365,22.99761194797864,11.629008561013325,0.5056615698759735,17.088567985338745,5.331748860665024,0.31200676763784035,18.453658017063013,4.019764793464173,0.21783024209873905,0.7522713248740647,0.901535907015359,0.16109185150281038,0.07229353859364385,0.5393620654667849,0.1340352672579563,1.92,0.9836319738813928,129.80617686688333,127.68150597356964,0.981104641378614,2.613996563969794,108.32349605049433,283.15724647318774,0.5332592866839442,2->3
Setting 2,2,3,1,2,Ethylene,1244,1586,490,20.382175038303682,5.399296466646785,0.26490286029337057,16.033284145544766,5.149355067500536,0.3211665820150395,18.70573797171324,4.037974375631017,0.21586822084951846,0.962397586771935,0.9443318933412781,0.8335226426336958,0.08333609988134327,0.5835055013141373,0.14281973296508524,1.92,0.3473169513497653,16.272329776634596,5.651655969378735,0.9563440339639506,0.2967895746086799,14.267286551628324,4.23438190647791,0.8160695665127367,2->3
Setting 2,2,3,1,3,Ammonia,1244,1586,216,6.993033672128481,6.663160932716615,0.9528283782292353,7.262776223357526,5.633633330410606,0.7756859301671035,7.976498668565352,4.178150276090717,0.5238075563851622,0.49165990808326576,0.3559881048932144,0.9718031900513652,0.10251988315208949,0.41711011283288124,0.2457861365570989,1.8719999999999999,0.5733587616642902,8.899127670531408,5.102392821068308,0.8412510137875101,0.3663665011303892,7.548793195136948,2.765624950659215,0.8984218707758853,2->3
Setting 2,2,3,1,4,Acetaldehyde,1244,1586,240,5.657397862410193,7.217905286791978,1.2758348382655502,5.2358098439490055,6.126886802447885,1.17018894594285,4.99988397134336,4.730264725948825,0.9460748995497,0.3105002476473502,0.5216598563645369,0.9865744180287271,0.0917597390041518,0.19469830955066425,0.4712919142231902,1.888,0.9144355182314488,5.576768978070064,5.099595630518566,0.479822932144626,0.5729863399469521,4.381636424584039,2.510617817900658,0.6602092620108966,2->3
Setting 2,2,3,1,5,Acetone,1244,1586,275,18.704289542078186,5.680284470336237,0.30368886546359114,11.838962537976224,5.653970213087721,0.4775731146163608,10.164306819420933,4.37678252536023,0.4306031491490906,0.8850038138825325,0.8756785243741765,0.18459468830178213,0.07745567423436683,0.4280788495404163,0.1809378676791038,1.92,0.3480719989132052,27.56202844868327,9.593570336235816,0.98853893627349,0.15127071483029828,40.501513858730604,6.126692953119411,0.9802648914777061,2->3
Setting 2,3,4,1,1,Ethanol,1586,161,64,85.24066623195722,34.73391108601666,0.40748052099333215,27.25125305527789,8.216055411598628,0.30149275686269345,26.759157791559424,7.085105079979374,0.2647730969400768,0.8677512886597938,0.8825708762886598,0.23228092783505155,0.0534087975745714,0.4844794856265099,0.11023954400361294,1.9310344827586206,1.0237359691043775,43.41172018050915,44.4421394294816,0.8176546391752577,0.3333500000311504,16.14719732664928,5.3826682293415296,0.9561855670103093,3->4
Setting 2,3,4,1,2,Ethylene,1586,161,43,53.509655569389956,53.04296534939922,0.9912783923756424,13.38969358040864,12.87180891172075,0.9613221418714435,14.174299722987618,9.686886287593774,0.6834119834423821,0.6708711076074103,0.643870713441072,0.4883720930232558,0.14362751273753005,0.48257571365511076,0.29762689806677334,2.0,0.7660990863786842,66.47313815517587,50.92501040940429,0.673433188805676,0.1799117538796553,53.42174017343331,9.611198969905628,0.929247142294048,3->4
Setting 2,3,4,1,3,Ammonia,1586,161,12,24.219001177779585,51.02759213417611,2.1069238883803694,6.348756229376644,12.818309403226522,2.019026867642876,7.928008521302196,9.35023509604988,1.179392664743766,0.43344519015659955,0.5134228187919463,0.8864653243847874,0.08577154700191525,0.37920735863746513,0.22618639920412437,1.94,0.9585622160789425,44.655438417251176,42.805016009217034,0.2488814317673378,0.19375702634309022,22.679673533419255,4.3943461022674,0.9821029082774049,3->4
Setting 2,3,4,1,4,Acetaldehyde,1586,161,30,77.03337900712124,33.679992623371895,0.4372129725772304,14.481463174081425,9.034390270258141,0.6238589403332998,10.82552719186379,6.911796010037266,0.6384720011818,0.5127226463104325,0.660559796437659,0.7384223918575062,0.07919179314638547,0.09215159169588583,0.8593643548527121,1.8952879581151834,0.7271604629523636,53.396943085012964,38.828145853939034,0.6407124681933842,0.4160388196382076,11.161439931984466,4.643592294765574,0.7264631043256998,3->4
Setting 2,3,4,1,5,Acetone,1586,161,12,96.83656501859376,77.9790660517086,0.8052646852636264,17.96037470365071,13.511231948818253,0.752280070530594,26.29757054557674,9.18777233483211,0.34937722931130216,0.697986577181208,0.6907158836689038,0.007829977628635335,0.09470424063063698,1.0932120269051107,0.08662934389657714,1.98,0.7426139778934184,96.15910019323299,71.40909190514853,0.6923937360178971,0.052126264841977236,131.95191625310835,6.878160533015927,1.0,3->4
Setting 2,4,5,1,1,Ethanol,161,197,28,30.612665266329653,8.2804648179971,0.27049146965666665,16.575399737956218,5.2219162283944165,0.3150401384551037,20.94175946776712,6.200293497587053,0.296073188460136,0.9786559594251901,0.9038461538461539,0.2166103127641589,0.07207605148992813,0.5213650012764008,0.13824489812985571,1.9398496240601504,0.4552621114117488,38.98267148063177,17.747333326742986,0.9803465765004227,0.36702784697483687,48.20995785156712,17.69439703300831,0.9556213017751479,4->5
Setting 2,4,5,1,2,Ethylene,161,197,40,28.575653612734147,5.371774547872889,0.1879843107238348,10.92259932695502,4.700539370222815,0.430349885546266,11.213030430682533,4.576709407936029,0.4081599025552137,0.9773885350318472,0.9802547770700637,0.5638535031847134,0.10836561678283307,0.2904458531067502,0.37310092612341234,1.4782608695652173,0.25703568964359785,32.024655844667315,8.23147950063294,0.9794585987261146,0.3154810452520625,28.458147062293953,8.978005981149408,0.9657643312101911,4->5
Setting 2,4,5,1,3,Ammonia,161,197,20,17.791339070609354,5.108724376290591,0.28714670413594773,5.972756883054492,4.799448068137907,0.8035565756501124,7.613537612716378,4.863158411800405,0.6387514791649285,0.963276836158192,0.5915254237288136,0.2,0.06915369551004957,0.35143375431992174,0.19677590629810898,1.6319018404907975,0.44545838952480243,20.18771096724054,8.992785215659163,0.9683615819209039,0.5559970839638523,15.837057209210858,8.805357626889942,0.9483050847457626,4->5
Setting 2,4,5,1,4,Acetaldehyde,161,197,46,13.284502697363827,5.152398068006001,0.3878502782816583,8.283296137553592,4.114475527348498,0.4967195979743973,10.845318590470692,4.551497459026448,0.4196739285303846,0.9555139648718687,0.7617333717247337,0.9795565793262309,0.058030874554860556,0.2252168001632342,0.25766672163355725,1.6595744680851063,0.6892830489400115,12.125638177076858,8.357996853038939,0.5574431327382666,0.8159186215905401,9.636824780439223,7.86286479136553,0.3404837316441117,4->5
Setting 2,4,5,1,5,Acetone,161,197,63,29.80441708080775,4.618829371773202,0.1549713037248915,10.511060988861333,4.841504622602117,0.46061045861428296,11.362515854596298,4.52954240255335,0.39863903914563836,0.990168206586117,0.8895996209429046,0.23146173892442545,0.048947084752993364,0.3595759891364123,0.1361244527771411,1.6619718309859155,0.368175290832101,22.91344402374935,8.436163917408983,0.9760720208481403,0.3845903922920158,14.161410239361347,5.44634231936415,0.8334517886756694,4->5
Setting 2,5,6,1,1,Ethanol,197,2300,514,17.157862692278044,12.823255704537608,0.7473690595687514,9.084708745874297,9.93405745460812,1.093492123137084,12.14965638175064,10.401443752724042,0.8561101175130766,0.6145692175633222,0.4294262334368914,0.982041472586176,0.33098923044573647,0.340065511895568,0.9733101972051232,1.8857142857142857,0.5226650674164353,14.851288987073849,7.762249959649916,0.9379109459218042,0.4539653640210415,12.170811290798978,5.52512677805896,0.9092226177663714,5->6
Setting 2,5,6,1,2,Ethylene,197,2300,574,24.269682442677784,10.9206713548147,0.4499717448140526,11.337104863455657,10.968837657854019,0.9675166446780675,14.876408602413413,12.237203832935359,0.8225912691689651,0.9918059923853666,0.8584651224760883,0.7160702678041514,0.28553370892966634,0.5537444655533501,0.5156416482543731,2.0,0.324454687248268,19.41570160436952,6.299515391751408,0.9876070429302208,0.18979210042338976,22.90614083346566,4.347404581377424,0.9709959585111494,5->6
Setting 2,5,6,1,3,Ammonia,197,2300,110,13.964006525977693,12.907920604558297,0.9243708516280965,12.691444990881788,11.807684558854202,0.9303656571286779,20.87094199573797,12.481724277805368,0.5980431683607882,0.6279078455790784,0.555085097550851,0.35276878372768783,0.2763938667292696,0.598137825953721,0.4620905997519285,1.9626168224299065,0.44777607941798653,14.297296093865139,6.401987191189025,0.9455292652552926,0.24911613783235925,16.173234392738802,4.029013688176573,0.9415317559153177,5->6
Setting 2,5,6,1,4,Acetaldehyde,197,2300,29,14.551163805087688,11.227863201779485,0.7716127281759937,6.837454587144617,9.84162655627958,1.4393699337737809,9.64056790173655,10.517124342863369,1.0909237349979066,0.7616878482819356,0.5311498808059643,0.8013787029866836,0.2054682887765431,0.19375616346700508,1.060447756086647,1.900497512437811,0.5564874700941214,11.113610828931204,6.184585173802557,0.8866062345313472,0.3162765253018987,10.41404571974431,3.293718194575841,0.9563309494526184,5->6
Setting 2,5,6,1,5,Acetone,197,2300,606,24.91611227048742,18.45592381541071,0.7407224536097207,9.032704637336941,9.028790688662024,0.9995666913917745,12.208451217110838,9.388758514355208,0.7690376401878339,0.9186684902256459,0.9185593884063732,0.23167479085570894,0.2135640921858093,0.38460956064399365,0.5552750478386853,1.875,0.8803904748550984,15.618033741926702,13.749968142357798,0.8551644125451506,0.39473068734287914,21.72282212811412,8.574664509657591,0.7265830479151811,5->6
Setting 2,5,6,1,6,Toluene,197,2300,467,13.665454488392783,12.373600280184945,0.9054656975144795,7.908317039596611,10.010559133909249,1.2658267345361598,11.293098512115673,10.756189051045567,0.95245685136864,0.4738735834002133,0.6979559842104833,0.4235681550821193,0.226481697913127,0.7091728370806683,0.3193603675592622,2.0,1.1679283383381749,5.861215785263102,6.845480012723816,0.158689549550181,0.7184266319801098,5.640497308977954,4.052283484381904,0.5613853093009318,5->6
Setting 2,6,7,1,1,Ethanol,2300,3613,649,32.534576079632416,10.358050820691707,0.31837054816202587,6.202920696359897,6.80079486771037,1.0963859124785085,6.2015265215220206,6.048654020276579,0.975349214307976,0.9454049518723916,0.9242377456025984,0.407890578051149,0.02418761084344534,0.3418383929505029,0.0707574436992735,1.8239999999999998,0.2938919062005665,29.526646780427562,8.677642506010676,0.9554697458354907,0.22158319865939086,25.08885607048454,5.55926897880304,0.9936042993580906,6->7
Setting 2,6,7,1,2,Ethylene,2300,3613,662,74.11553602771382,12.135890445705208,0.16374286817769582,12.261517579394823,7.488784416793818,0.6107551017484601,12.487611510492373,6.724856613170113,0.538522247230364,0.9114156602145209,0.895001028889792,0.45015720002743703,0.038675656547044523,0.37452664063052454,0.10326543522226651,1.7440000000000002,0.14184149833817708,71.98541155896524,10.210518634013962,0.9194235964868276,0.1392382429471155,58.01668305799445,8.078141010614832,0.943031754303165,6->7
Setting 2,6,7,1,3,Ammonia,2300,3613,360,28.126884041320224,10.810910067568841,0.3843621658085876,7.562889569100322,6.996890903076412,0.9251610563855899,8.645622390107519,5.791705089888116,0.6699003066008402,0.8545786795095125,0.7136984663729207,0.7230838200635311,0.02464946954871361,0.3044556687187059,0.08096242599932624,1.8079999999999998,0.3234103921049903,27.091125143688487,8.761551405285655,0.8605740000683131,0.1958048192764806,26.370607733901988,5.16349208154764,0.957686067561567,6->7
Setting 2,6,7,1,4,Acetaldehyde,2300,3613,744,12.025562276186495,11.218835635377204,0.9329156822540594,4.736471705136236,5.5932776835880755,1.1808954073393318,4.340166694281187,4.377879094898609,1.0086891594894531,0.48341044611100487,0.4500683052429193,0.9456443929734613,0.027836294381269333,0.10965667170170379,0.2538495282529793,1.7599999999999998,0.8696204975681874,9.996783361301798,8.693407720736646,0.4698627711127852,0.4111202504292238,7.685265207239572,3.1595681566153333,0.528819846561501,6->7
Setting 2,6,7,1,5,Acetone,2300,3613,630,24.27081133132142,12.632602906413291,0.5204853984469382,10.21633700959004,7.608367595267976,0.744725588841287,10.62818075996049,6.8295962494889455,0.6425931590492007,0.8819889426325899,0.8229746340373226,0.6422106220966429,0.04749374994387412,0.34565180198917633,0.13740344957137335,1.7919999999999998,0.5325170147349796,19.356144226498714,10.307476140274805,0.8945133534473125,0.445263373092489,15.326661601584938,6.824401042968839,0.9516679171389195,6->7
Setting 2,6,7,1,6,Toluene,2300,3613,568,18.2828851456837,11.157803808397164,0.6102868184910818,7.14264912888354,6.716882902605913,0.9403909923902173,5.573264330710256,5.654047152344067,1.0144947048695816,0.670677513355998,0.3681346700895025,0.674698767316543,0.03433091706563518,0.3189903191720649,0.10762369577465741,1.7440000000000002,0.5668292036012424,16.545118320009063,9.378256240819065,0.6842225768403524,0.264202041173238,20.025659324048135,5.290820069253402,0.8312090936423137,6->7
Setting 2,7,8,1,1,Ethanol,3613,294,30,37.27349501692341,22.83474745032047,0.6126269468412536,10.942621749451725,8.191915728955397,0.7486245907536601,14.639592546967874,7.836423671494602,0.5352897388607765,0.906439393939394,0.9707070707070707,0.009217171717171718,0.15792544814060216,0.5214786052914759,0.3028416631825789,1.7280000000000002,0.6064251015095885,34.443176498299884,20.88720680429418,0.9122474747474747,0.4902061652351131,25.410572057366235,12.45641908467202,0.9222222222222223,7->8
Setting 2,7,8,1,2,Ethylene,3613,294,30,15.142012870694678,25.146545138555314,1.6607134965010535,4.632448437587138,7.639727618488072,1.6491770435047322,4.7683194023444315,7.390207752436789,1.5498558567203484,0.6034090909090909,0.619949494949495,0.4681818181818182,0.13823029618115146,0.3019523476787014,0.4577884465671989,1.6,1.356288337763481,17.75669076671937,24.083192604173963,0.5520202020202021,0.43017164467813573,45.30811141955898,19.49026480661191,0.8657828282828283,7->8
Setting 2,7,8,1,3,Ammonia,3613,294,40,29.85994463938337,23.578216840804117,0.7896269442410803,3.8007539398263837,9.636291650020517,2.53536319440366,2.9921434232719335,10.80420536649738,3.610858116782013,0.7208661417322835,0.7900590551181103,0.36220472440944884,0.1942691695386255,0.18881486079911625,1.0288870733819633,1.8079999999999998,0.868765538497165,24.095326279567544,20.933189110533387,0.8,0.5404115049653533,15.78941415824022,8.532781067775854,0.929232283464567,7->8
Setting 2,7,8,1,4,Acetaldehyde,3613,294,33,18.001188423071703,24.395860766245352,1.3552361206873291,4.1944998859213625,9.438877493080343,2.2502986648686014,3.83783720874883,9.915886676536065,2.5837173744450546,0.7294786949959363,0.7745268779751538,0.7723209102519447,0.18178787338525304,0.16351423679477617,1.1117556302660776,1.8239999999999998,1.1876362065971806,17.18860051860462,20.41380431662992,0.7531638221293393,0.5489250443621057,11.569497823760692,6.350787106155122,0.923487751073958,7->8
Setting 2,7,8,1,5,Acetone,3613,294,143,17.49836688303378,34.208557102545036,1.9549571300687079,3.1650815557646577,8.56911135537381,2.7073903798044734,1.949272597176801,8.83407505582179,4.5319854537618225,0.4106423377946557,0.38929282637891904,0.8095216042235911,0.10250224290771293,0.20472507890739022,0.5006823954093138,1.800995024875622,1.5767467416820844,17.46960733940298,27.545146450869076,0.46283517806696617,0.6698350294776891,14.608134959650187,9.785040511311344,0.5404529245588848,7->8
Setting 2,7,8,1,6,Toluene,3613,294,18,59.901470643781046,16.854202960465617,0.2813654285834369,6.455465621216272,9.284017354111516,1.4381638597220685,5.78051902981635,10.044818581694358,1.7377018447448112,0.8297101449275363,0.751207729468599,0.6123188405797102,0.23417728487228862,0.3125189366405181,0.7493219047447875,1.7919999999999998,0.2630822612089252,53.87505603448316,14.173571564309379,0.8214573268921095,0.38031686633046174,20.342157008610627,7.736465407917033,0.948268921095008,7->8
Setting 2,8,9,1,1,Ethanol,294,470,61,24.096948572650597,15.743261942909802,0.6533301050730543,23.435900010591777,18.51723779573973,0.7901227513076489,39.07241933649811,23.10923325081659,0.5914461823261076,0.7599502986091626,0.7680468155036274,0.12257004288749049,0.2713717152065853,1.3464554831485283,0.2015452561209186,2.0,0.6144404403254127,19.71597809920272,12.11429426472031,0.8183093510761954,0.5774102090953581,6.6236558608007,3.824566515560627,0.7523347629163493,8->9
Setting 2,8,9,1,2,Ethylene,294,470,55,8.07289095534096,19.01125200448403,2.3549496840294046,7.2942106566404,20.52735097579461,2.8141977168026004,9.476263615162328,27.39659400790983,2.891075546281173,0.19776560788608982,0.04170865279299015,0.5429134720700985,0.33926344861421587,0.4203698308220971,0.8070594598825863,1.904,1.0715235352038153,12.285637512835082,13.164349739985656,0.5545235487404162,0.7477185221375774,6.484731939007665,4.848754181893158,0.6810514786418401,8->9
Setting 2,8,9,1,3,Ammonia,294,470,100,14.888333878649336,18.39500807681199,1.2355316737752242,9.959701987897617,19.69221005286354,1.977188682632496,13.541760946807237,26.314536495611314,1.9432137813520873,0.5383783783783783,0.25645945945945947,0.9103513513513515,0.36141850417730303,0.4629836542120931,0.780629080290893,1.952,0.8102951825190923,16.25572938767521,13.171939211167256,0.6781081081081082,0.5386512780177415,10.50190241009896,5.656863154817405,0.9242972972972974,8->9
Setting 2,8,9,1,4,Acetaldehyde,294,470,75,23.936911514102917,16.460357572006448,0.6876558641372131,24.881871526726524,16.89823525789843,0.6791384337688353,30.753716048876175,22.987750081465123,0.7474787776843363,0.76442194092827,0.7011308016877638,0.2831054852320675,0.2766595508381777,0.8045979794920419,0.3438481799480011,1.904,1.1265540185115932,12.235252121632612,13.783672445127715,0.7874430379746835,0.8901371208714328,5.532031210803728,4.924266334555737,0.7376877637130801,8->9
Setting 2,8,9,1,5,Acetone,294,470,78,91.1309609175334,28.37605854167993,0.3113767072790784,72.91670051230994,23.762825077155618,0.32589002121871835,98.28197841494658,34.07965993463863,0.34675390630369973,0.8531200941915228,0.820054945054945,0.1085164835164835,0.38116955793355767,0.8567028107698373,0.44492623712887885,1.9800995024875623,0.38866806035686136,66.26174846796222,25.753825252897105,0.8134484563055993,0.9379342736226889,10.644903731052226,9.98422004876792,0.9156200941915227,8->9
Setting 2,8,9,1,6,Toluene,294,470,101,13.96040317107001,18.761907414172715,1.3439373622856974,14.489979857526937,19.425836974053347,1.3406393359451387,21.77334800326434,25.235548912122532,1.1590109572647775,0.5490890552469881,0.5508599640451851,0.7039094153317771,0.26735099581745314,0.5912164227766112,0.4522049549331796,1.888,1.5621625556285372,9.515948537036882,14.865458485847176,0.12780058493654242,0.9243965423787738,5.2363797232383575,4.840491310743858,0.4290697362419169,8->9
Setting 2,9,10,1,1,Ethanol,470,3600,600,54.81146700918592,112.62334388535328,2.054740550302706,19.071529418531487,44.7832644904907,2.348173736238246,17.474518560112156,44.75758654232658,2.561305845901331,0.5151266666666666,0.5445572222222221,0.42505388888888895,0.22547959970033982,0.3507744701023513,0.6428050468853902,2.0,1.6749683933273982,56.546791527657405,94.71408855289965,0.39577555555555555,0.7576349600561848,19.26207302476207,14.593619926714926,0.3735938888888889,9->10
Setting 2,9,10,1,2,Ethylene,470,3600,600,113.55456176082863,104.80007727935701,0.9229050392540765,28.75130142292136,40.34520654133184,1.4032480112071548,24.35159326361886,40.26757147016423,1.6535908363057192,0.60993,0.5591088888888889,0.661633888888889,0.2178900784977328,0.41680430077953745,0.5227635081745056,2.0,1.282374533278397,75.18416834620852,96.41426279289358,0.6299644444444444,0.4863041759843365,30.55430469897276,14.85868596940829,0.7458516666666667,9->10
Setting 2,9,10,1,3,Ammonia,470,3600,600,181.0618807575589,98.07160502637888,0.5416468923002978,40.697342384685335,39.65483157288202,0.9743838110619326,40.41494149606946,41.145754661014095,1.0180827470705534,0.7191983333333333,0.6493194444444444,0.4663833333333333,0.2040358794116297,0.4575854446098432,0.44589678674241784,1.968,0.6036415266201824,146.7009882284389,88.55480849090426,0.7544722222222221,0.2684423838274612,64.73316756375169,17.377125813515995,0.9036627777777778,9->10
Setting 2,9,10,1,4,Acetaldehyde,470,3600,600,37.172921939503546,135.38602425024607,3.6420603274226817,11.875813261539694,51.35017837100611,4.3239294219374225,12.509159024766893,49.67821653150643,3.971347428963729,0.23372444444444446,0.22963166666666668,0.7233605555555556,0.2958972779411978,0.2145006977490833,1.3794700019453077,1.984,1.2741682565968815,82.17279044245969,104.70196113776974,0.32067111111111113,0.9594102650153232,17.395730018410145,16.68964194709789,0.2403538888888889,9->10
Setting 2,9,10,1,5,Acetone,470,3600,600,446.78408093900043,85.83786677735931,0.1921238254437243,141.13002059964566,30.27305326104659,0.2145047037647963,133.0307307788398,32.18550318132211,0.2419403621470718,0.8755827777777777,0.8604255555555556,0.25419583333333334,0.27271270301910566,0.5289964954627613,0.5155283737381645,2.0,0.2714720405721231,334.6335718543345,90.84365859523436,0.8146838888888889,0.9954687689079655,47.84851516602586,47.631702486397884,0.5572394444444445,9->10
Setting 2,9,10,1,6,Toluene,470,3600,600,42.343567253621245,120.07652906016332,2.835767906396557,12.450052959321246,42.989103404113976,3.452925344540676,13.92322096838418,41.20936663204363,2.959758142574826,0.31384,0.27111722222222223,0.5917555555555556,0.2595510950198959,0.25354325230628993,1.0236955338347884,1.984,1.3814821771530204,69.41494991108956,95.89551613013987,0.3895261111111111,0.7185940169972311,23.19903527990602,16.67068795224815,0.5390461111111111,9->10
