src,tgt,unknown,unknown_name,pair,DNR_maha,d_drift,d_novel,DNR_euclid,DNR_energy,AUROC_maha,AUROC_knn,AUROC_msp
2,5,3,Ethylene,2->5,1.1212607452268926,72.7746513652229,64.90430675917098,1.03848594860956,0.8147133672454284,0.6508333333333334,0.6458333333333334,0.4508333333333333
2,5,4,Methane,2->5,0.473704640455606,49.88795546305994,105.31447489110099,0.46772588802069825,0.5912804484707337,0.73,0.7183333333333333,0.23875000000000002
3,1,1,CO,3->1,1.056428073854779,16.571884129600203,15.686713122959132,0.7511308209693108,0.5725485504963286,0.5147916666666665,0.6677083333333333,0.82125
3,1,2,Ethanol,3->1,0.6395345759018821,13.424043232542573,20.99033224843515,0.5903155163929462,0.5226744322370336,0.9122916666666667,0.8602083333333332,0.3941666666666666
3,1,3,Ethylene,3->1,0.9122129977869117,12.372185548644014,13.56282532551032,1.0187581594303694,0.9355680438005866,0.629375,0.5970833333333334,0.8708333333333333
3,1,4,Methane,3->1,0.6833650937458865,14.062378439809988,20.57813395578436,0.8377375999344496,0.6723049657228466,0.8520833333333333,0.763125,0.012291666666666668
3,2,1,CO,3->2,0.8628987051610536,9.477819590890173,10.983698937317572,0.45547192002222664,0.27878431166778284,0.6308333333333334,0.7839583333333333,0.7902083333333333
3,2,2,Ethanol,3->2,0.5439922425335878,7.21083696680283,13.255404035210319,0.659380684320458,0.4813349699915673,0.9685416666666666,0.8689583333333334,0.22875
3,2,3,Ethylene,3->2,0.7811081608538848,6.776234933698146,8.675155725284656,0.78969319667991,0.6524953878896829,0.728125,0.5972916666666666,0.9691666666666666
3,2,4,Methane,3->2,0.3491771699520542,8.001795211739308,22.916146587813977,0.4117113482855477,0.2613702661549346,0.986875,0.9847916666666667,0.0
3,4,1,CO,3->4,1.0788496422966263,24.264878849803807,22.491437081213082,0.7999035343832823,0.7302952272954729,0.3491666666666667,0.6708333333333333,0.4083333333333333
3,4,2,Ethanol,3->4,0.7309046076689866,16.89490148944844,23.115056755942405,0.8317851518527934,0.7619605913860648,0.9658333333333333,0.7891666666666667,0.03
3,4,3,Ethylene,3->4,0.8965025982274981,16.60043441680708,18.51688377660956,0.9476361937070262,0.8988212327843721,0.6908333333333333,0.5408333333333333,0.9908333333333333
3,4,4,Methane,3->4,0.7671199668523419,18.810871355461163,24.521420596893353,0.8581117091550011,0.8310109606872662,0.8875000000000001,0.7316666666666666,0.0
3,5,1,CO,3->5,0.8299303758546833,59.18963607563986,71.31879709148478,0.7771419516429646,0.7749203125976569,0.5133333333333333,0.6158333333333333,0.2808333333333333
3,5,2,Ethanol,3->5,1.718166533183723,53.84028062684289,31.335891828295647,3.082746682788139,2.7047923451142766,0.2941666666666667,0.1275,0.34833333333333333
3,5,3,Ethylene,3->5,1.086880399124275,44.828275427685696,41.244901889669634,1.086714843482248,0.8349190183557637,0.6633333333333333,0.6599999999999999,0.4425
3,5,4,Methane,3->5,0.5022320312799942,39.9011986599765,79.44773764883905,0.471724541236447,0.5154604798269066,0.7266666666666666,0.7466666666666667,0.3333333333333333
4,1,1,CO,4->1,0.8685904392253951,29.850547737831945,34.36665474288725,0.6917254828511509,0.5553012428975359,0.6891666666666667,0.8424999999999999,0.32291666666666663
4,1,2,Ethanol,4->1,0.7403781744347919,27.559453226428918,37.22348142888995,0.7548545478376462,0.7073233920067761,0.7929166666666666,0.7735416666666666,0.35375
4,1,3,Ethylene,4->1,0.8276319669019868,23.33468103139681,28.194513944094965,0.8165976714205917,0.721374295468425,0.695625,0.7050000000000001,0.8483333333333333
4,1,4,Methane,4->1,1.5153927212503093,32.17583932628461,21.23267379807473,1.0544189081081057,1.0359834008633801,0.1475,0.41104166666666664,0.014374999999999999
4,2,1,CO,4->2,0.8685809063260191,19.20395056095907,22.10957024393871,0.631103786989671,0.5108882380107509,0.853125,0.9827083333333333,0.5447916666666667
4,2,2,Ethanol,4->2,0.713471961040348,15.092810150418659,21.15403403997979,0.7879508305529974,0.6784709401628591,0.9254166666666666,0.8356250000000002,0.35583333333333333
4,2,3,Ethylene,4->2,0.9395582479917229,14.38364809547281,15.308947716884417,0.8382975230001485,0.748831539853054,0.5475,0.6131249999999999,0.9266666666666666
4,2,4,Methane,4->2,0.5759649521484249,15.15076201171946,26.305006850165324,0.6363866390463065,0.5397404703010362,0.9485416666666666,0.9706250000000001,0.0
4,3,1,CO,4->3,0.8133770359203983,27.49698329178649,33.805949857769896,0.6635946549560531,0.5401040690382849,0.755625,0.8089583333333333,0.31041666666666673
4,3,2,Ethanol,4->3,0.9314778545338116,23.98064601496186,25.744730159971173,1.2665657094966534,0.8346488624770467,0.7485416666666667,0.7289583333333334,0.4297916666666667
4,3,3,Ethylene,4->3,0.8611187418348619,21.33374815406425,24.77445573720361,0.8031318409592727,0.813288605347471,0.568125,0.60875,0.9495833333333333
4,3,4,Methane,4->3,0.8366380600818822,23.58801280514444,28.193807968568713,0.826987886087818,0.6817881092545606,0.745625,0.750625,0.0008333333333333331
4,5,1,CO,4->5,0.898467678020326,77.80577530549505,86.5983019855889,0.8259945545182072,0.7795281020404917,0.5341666666666667,0.6549999999999999,0.5791666666666667
4,5,2,Ethanol,4->5,1.2414142031124666,84.75288930871473,68.27124185966518,2.23015928320618,1.8050335639861181,0.4708333333333333,0.14499999999999996,0.3125
4,5,3,Ethylene,4->5,1.2119834465882044,72.55633338270415,59.86577917953744,1.0311280885156024,0.8449893438741845,0.6375,0.65,0.4841666666666667
4,5,4,Methane,4->5,0.6009732357074947,61.41236013096117,102.18817824501548,0.5633555355293203,0.6794415486155041,0.6941666666666666,0.715,0.21499999999999997
5,1,1,CO,5->1,0.8918239832701144,8.81513902344742,9.884393320668865,0.7284468231467143,0.6262998419294353,0.68875,0.8143750000000001,0.7704166666666667
5,1,2,Ethanol,5->1,0.6555695727260828,8.394054606597233,12.804216296512786,0.6745576788369279,0.5850208805132601,0.9647916666666667,0.935625,0.5129166666666667
5,1,3,Ethylene,5->1,0.9010331740506489,10.210779493680482,11.332301393274243,0.9793618837231882,0.8912539693707642,0.6672916666666666,0.6185416666666668,0.9008333333333333
5,1,4,Methane,5->1,0.5369524253762066,9.829770196400796,18.30659427511429,0.5264325479082911,0.44934141926265087,0.9779166666666667,0.9633333333333333,0.0
5,2,1,CO,5->2,0.8158922875326515,6.5476169420602615,8.025099687926918,0.5967506297226277,0.47523335690451146,0.7983333333333333,0.9620833333333333,0.7285416666666668
5,2,2,Ethanol,5->2,0.5553424300333444,6.295948770723967,11.337056976442337,0.5956866946716181,0.4534489039334988,0.9791666666666667,0.9466666666666667,0.6316666666666667
5,2,3,Ethylene,5->2,0.8740218257969802,7.024891849973938,8.037432982372337,0.8078154720117304,0.6534415994203797,0.6502083333333334,0.5345833333333333,0.881875
5,2,4,Methane,5->2,0.3633979597215686,7.287292550185394,20.053201607870434,0.343835317853296,0.25194003509347845,0.9972916666666666,0.995,0.0
5,3,1,CO,5->3,0.7500062785254853,5.942344012197665,7.92305902275956,0.540246276661335,0.4034362316572234,0.8314583333333333,0.9064583333333334,0.7604166666666666
5,3,2,Ethanol,5->3,0.5669749728879717,6.245133977469771,11.014831828747658,0.5355990923850987,0.37961570595722455,0.9577083333333333,0.9095833333333333,0.7531249999999999
5,3,3,Ethylene,5->3,0.8393319312475468,7.053218518949936,8.403372082444589,0.8169748033443283,0.7026870403635335,0.6308333333333332,0.638125,0.9491666666666666
5,3,4,Methane,5->3,0.37063966594463205,7.143259794788139,19.272788239171447,0.3186870231436561,0.21635235111873186,0.9720833333333333,0.9760416666666667,0.00020833333333333261
5,4,1,CO,5->4,0.8994676148979924,16.29123769333885,18.112089222007643,0.8076721866606386,0.7379831967075392,0.7033333333333334,0.7825,0.6516666666666666
5,4,2,Ethanol,5->4,0.7950099591720688,14.510045748051184,18.251401231705433,0.8170693998577632,0.7533275220446246,0.9199999999999999,0.8983333333333333,0.8291666666666666
5,4,3,Ethylene,5->4,0.9618776993736885,18.76734064100675,19.511150589338758,0.9499066859588449,0.9491843656550576,0.565,0.5325,0.9375
5,4,4,Methane,5->4,0.7581560711837192,17.084169870581903,22.53384299080816,0.6999769161861163,0.6947785479591575,0.8683333333333334,0.8741666666666666,0.0033333333333333383
